Index,G(i)
7205,0
7206,0
7207,0
7208,54.43
7209,187.37
7210,301.83
7211,511.13
7212,613.08
7213,667.71
7214,775.67
7215,859.88
7216,834.2
7217,651.08
7218,429
7219,266.95
7220,78.12
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,72.49
7233,274.85
7234,499.63
7235,704.37
7236,866.75
7237,972.58
7238,1014.03
7239,984.26
7240,891.69
7241,737.92
7242,538.94
7243,312.23
7244,97.61
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,54.12
7257,108.33
7258,302.46
7259,599.62
7260,693.57
7261,767.9
7262,771.16
7263,792.53
7264,799.65
7265,657.16
7266,431.49
7267,278.07
7268,69.78
7269,0
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7280,48.55
7281,236.74
7282,409.47
7283,559.66
7284,633.96
7285,799.31
7286,701.11
7287,602.96
7288,602.13
7289,583.63
7290,392.66
7291,240.46
7292,64.93
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,52.62
7305,170.63
7306,291.98
7307,457.24
7308,611.99
7309,711.61
7310,722.98
7311,662.34
7312,554.41
7313,383.56
7314,324.87
7315,152.22
7316,48.99
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7327,0
7328,82.63
7329,287.41
7330,513.85
7331,716.7
7332,876.48
7333,979.93
7334,1018.18
7335,988.3
7336,891.65
7337,738.52
7338,541.52
7339,317.74
7340,104.69
7341,0
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,0
7351,0
7352,85.9
7353,292.88
7354,517.97
7355,720.42
7356,872.64
7357,983.55
7358,1011.4
7359,984.46
7360,892.78
7361,722.45
7362,481.81
7363,296.21
7364,106.24
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,89.47
7377,298.75
7378,522.88
7379,720.28
7380,876.73
7381,978.13
7382,1012.68
7383,957.11
7384,855.24
7385,667.95
7386,426.28
7387,226.79
7388,40.13
7389,0
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,0
7400,37.09
7401,134.68
7402,237.28
7403,462.46
7404,497.66
7405,624.3
7406,515.74
7407,706.18
7408,500.72
7409,250.45
7410,228.08
7411,139.04
7412,32.75
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,0
7424,68.02
7425,259.21
7426,459.11
7427,677.42
7428,861.38
7429,977.89
7430,1018.71
7431,995.33
7432,902.4
7433,757.39
7434,557.78
7435,333.15
7436,117.15
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,89.14
7449,301.88
7450,513.35
7451,705.04
7452,844.01
7453,939.97
7454,1015.9
7455,908.03
7456,875.07
7457,726.01
7458,563.5
7459,338.27
7460,120.32
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,96.3
7473,301.3
7474,519.56
7475,712.95
7476,896.65
7477,1004.69
7478,1041.54
7479,1011.02
7480,913.76
7481,759.13
7482,563.67
7483,339.03
7484,122.17
7485,0
7486,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,0
7496,102.64
7497,318.13
7498,545.72
7499,748.67
7500,910.86
7501,1019.19
7502,1059.64
7503,1031.81
7504,931.37
7505,759.18
7506,564.64
7507,310.56
7508,96.21
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,0
7517,0
7518,0
7519,0
7520,66.97
7521,249.71
7522,468.9
7523,684.19
7524,749.73
7525,876.86
7526,882.49
7527,862.39
7528,839.08
7529,748.43
7530,535.86
7531,335.25
7532,125.19
7533,0
7534,0
7535,0
7536,0
7537,0
7538,0
7539,0
7540,0
7541,0
7542,0
7543,0
7544,100.33
7545,299.63
7546,519.06
7547,717.13
7548,834.83
7549,908.54
7550,842.28
7551,774.58
7552,786.48
7553,710.79
7554,393.35
7555,295.84
7556,100.67
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,0
7568,99.82
7569,297.89
7570,539.32
7571,747.73
7572,912.87
7573,1017.76
7574,1057.56
7575,1027.18
7576,910.61
7577,710.53
7578,504.9
7579,323.34
7580,120.86
7581,0
7582,0
7583,0
7584,0
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,78.49
7593,190.42
7594,276.75
7595,397.04
7596,455.77
7597,414.74
7598,647.37
7599,702.02
7600,426.77
7601,354.25
7602,222.7
7603,116.61
7604,74.52
7605,0
7606,0
7607,0
7608,0
7609,0
7610,0
7611,0
7612,0
7613,0
7614,0
7615,0
7616,86.26
7617,187.43
7618,309.05
7619,401.43
7620,528.62
7621,671.22
7622,797.93
7623,820.09
7624,842.68
7625,771.47
7626,570.46
7627,349.66
7628,134.52
7629,0
7630,0
7631,0
7632,0
7633,0
7634,0
7635,0
7636,0
7637,0
7638,0
7639,0
7640,108.68
7641,317.85
7642,538.82
7643,737.64
7644,894.79
7645,996.7
7646,1035
7647,1006.82
7648,914.25
7649,765.35
7650,574.27
7651,354.47
7652,138.95
7653,0
7654,0
7655,0
7656,0
7657,0
7658,0
7659,0
7660,0
7661,0
7662,0
7663,0
7664,97.42
7665,288.11
7666,475.38
7667,670.88
7668,789.07
7669,851.36
7670,943.33
7671,943.62
7672,911.42
7673,739.04
7674,565.44
7675,341.04
7676,140.05
7677,0
7678,0
7679,0
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,0
7688,106.49
7689,281.46
7690,475.34
7691,682.16
7692,783.12
7693,1013.76
7694,1067.51
7695,1037.13
7696,942.86
7697,789.77
7698,591.95
7699,365.55
7700,145.57
7701,0
7702,0
7703,0
7704,0
7705,0
7706,0
7707,0
7708,0
7709,0
7710,0
7711,0
7712,115.87
7713,326.89
7714,557.42
7715,762.74
7716,927.32
7717,1034.62
7718,1076.47
7719,1048.69
7720,953.52
7721,799.43
7722,604.01
7723,377.52
7724,153.76
7725,0
7726,0
7727,0
7728,0
7729,0
7730,0
7731,0
7732,0
7733,0
7734,0
7735,0
7736,105.28
7737,300.16
7738,530.97
7739,739.15
7740,913.4
7741,1029.98
7742,1056.89
7743,1004.72
7744,884.84
7745,710.93
7746,577.17
7747,320.19
7748,115.39
7749,0
7750,0
7751,0
7752,0
7753,0
7754,0
7755,0
7756,0
7757,0
7758,0
7759,0
7760,67.14
7761,213.7
7762,427.34
7763,666.73
7764,808.26
7765,951.32
7766,1013.01
7767,997.4
7768,908.44
7769,764.29
7770,572.73
7771,363.12
7772,148.48
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,0
7780,0
7781,0
7782,0
7783,0
7784,101.31
7785,282.42
7786,512.3
7787,740.55
7788,868.25
7789,983.89
7790,1023.6
7791,999.3
7792,924.05
7793,780.38
7794,584
7795,366.98
7796,152.79
7797,0
7798,0
7799,0
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,0
7808,40.13
7809,97.1
7810,219.31
7811,433.89
7812,638.98
7813,607.85
7814,693.01
7815,654.23
7816,643.08
7817,571.43
7818,487.59
7819,357.92
7820,136.42
7821,8.3
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,97.13
7833,280.52
7834,500.67
7835,664.69
7836,819.06
7837,921.63
7838,865.62
7839,832.32
7840,619.27
7841,510.25
7842,390.38
7843,277.93
7844,128.56
7845,8.95
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,0
7856,44.69
7857,119.76
7858,259.36
7859,400
7860,376.81
7861,571.15
7862,551.85
7863,610.2
7864,834.93
7865,765.85
7866,599.43
7867,381.06
7868,162.47
7869,9.6
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,0
7877,0
7878,0
7879,0
7880,94.07
7881,278.59
7882,517.65
7883,743.81
7884,900.08
7885,995.61
7886,1034.62
7887,1010.17
7888,924.16
7889,780.83
7890,593.49
7891,377.66
7892,163.23
7893,10.25
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,0
7904,121.53
7905,330.34
7906,549.98
7907,748.87
7908,907.43
7909,1011.53
7910,1053.03
7911,1028.49
7912,939.3
7913,792.49
7914,605.55
7915,387.08
7916,169.41
7917,10.45
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,0
7928,124.16
7929,326.92
7930,513.41
7931,666.71
7932,866.03
7933,984.83
7934,999.89
7935,1031.6
7936,940.31
7937,794.6
7938,601.76
7939,383.68
7940,171.57
7941,10.8
7942,0
7943,0
7944,0
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,122.95
7953,332.77
7954,553.51
7955,753.2
7956,911.6
7957,1016
7958,1058.35
7959,1034.46
7960,945.57
7961,799.36
7962,613.72
7963,394.65
7964,175.33
7965,11.55
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,125.27
7977,333.27
7978,547.32
7979,745.57
7980,886.51
7981,909.13
7982,968.56
7983,943.72
7984,690.02
7985,389.91
7986,269.02
7987,302.64
7988,71.28
7989,6.8
7990,0
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,0
7999,0
8000,68.56
8001,186.37
8002,322.19
8003,592.86
8004,752.7
8005,907.95
8006,1039.76
8007,1041.26
8008,958.05
8009,812.88
8010,622.63
8011,403.57
8012,183
8013,12.55
8014,0
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,127.75
8025,341.16
8026,564.31
8027,765.84
8028,926.29
8029,1031.63
8030,1072.53
8031,1046.84
8032,944.26
8033,792.25
8034,559.06
8035,367.7
8036,173.45
8037,14.35
8038,0
8039,0
8040,0
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,30.16
8049,130.67
8050,245.37
8051,440.47
8052,614.27
8053,943.76
8054,966
8055,1026.91
8056,956.48
8057,824.64
8058,628.35
8059,408.28
8060,188.02
8061,13.7
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,0
8071,0
8072,67.41
8073,181.31
8074,337.02
8075,633.28
8076,807.37
8077,948.13
8078,1075.08
8079,1061
8080,973.56
8081,827.2
8082,636.16
8083,415.85
8084,193.39
8085,14.3
8086,0
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,0
8094,0
8095,0
8096,127.75
8097,341.18
8098,567.64
8099,770.03
8100,931.97
8101,1039.16
8102,1082.16
8103,1059.31
8104,971.82
8105,825.55
8106,642.06
8107,420.46
8108,196.35
8109,14.55
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,129.43
8121,344.26
8122,569.2
8123,772.59
8124,934.88
8125,1042.82
8126,1088.16
8127,1067.12
8128,981.27
8129,836.56
8130,635.51
8131,398.57
8132,197.93
8133,30.24
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,0
8144,12.1
8145,23.5
8146,47.75
8147,125.35
8148,119.55
8149,278.23
8150,492.6
8151,1003.11
8152,923.53
8153,831.82
8154,522.12
8155,378.78
8156,150.88
8157,28.19
8158,0
8159,0
8160,0
8161,0
8162,0
8163,0
8164,0
8165,0
8166,0
8167,0
8168,100.87
8169,217.85
8170,436.48
8171,496.37
8172,511.6
8173,587.37
8174,595.82
8175,665.4
8176,545.39
8177,502.84
8178,348.54
8179,229.57
8180,107.55
8181,16.49
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,106.93
8193,305.58
8194,472.99
8195,590
8196,607.43
8197,686.9
8198,666.31
8199,748.95
8200,595.15
8201,731.4
8202,623.81
8203,286.17
8204,174.05
8205,24.65
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,0
8215,0
8216,67.5
8217,179.29
8218,352.32
8219,516.68
8220,714.73
8221,1002.53
8222,1068.42
8223,1050.22
8224,966.36
8225,825.39
8226,640.73
8227,425.31
8228,205.11
8229,34.44
8230,0
8231,0
8232,0
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,0
8240,125.84
8241,336.64
8242,557.7
8243,751.49
8244,881.85
8245,969.42
8246,989.83
8247,940.42
8248,910.77
8249,811.5
8250,645.49
8251,429.37
8252,208.57
8253,35.95
8254,0
8255,0
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,91.93
8265,264.59
8266,460.89
8267,703.51
8268,906.77
8269,1006.74
8270,1039.03
8271,1011.79
8272,939.14
8273,752.74
8274,580.78
8275,409.79
8276,180.67
8277,31.42
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,87.74
8289,262.44
8290,487.83
8291,668.93
8292,805.97
8293,904.49
8294,990.59
8295,989.33
8296,887.5
8297,626.18
8298,430.35
8299,284.51
8300,135.99
8301,26.92
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,54.81
8313,163.79
8314,241.46
8315,352.1
8316,566.42
8317,690.04
8318,700.57
8319,543.09
8320,392.53
8321,355.34
8322,242.91
8323,117.3
8324,56.05
8325,7.1
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,27.6
8337,49.05
8338,116.7
8339,148.1
8340,231.09
8341,318.77
8342,439.95
8343,532.99
8344,216.79
8345,151.65
8346,241.88
8347,258.57
8348,113.81
8349,18.56
8350,0
8351,0
8352,0
8353,0
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,65.96
8361,253.36
8362,427.52
8363,645.59
8364,835.33
8365,979.22
8366,980.56
8367,931.94
8368,799.65
8369,521.03
8370,571.31
8371,369.32
8372,118.27
8373,16.01
8374,0
8375,0
8376,0
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,77.79
8385,225
8386,419.2
8387,651.39
8388,864.91
8389,979.76
8390,1039.08
8391,1019.38
8392,938.31
8393,796.87
8394,480.06
8395,323.97
8396,177.73
8397,30.68
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,0
8408,73.37
8409,226.08
8410,396.03
8411,569.55
8412,806.47
8413,910.85
8414,970.84
8415,987.48
8416,892.27
8417,741.69
8418,637.64
8419,427.91
8420,212.24
8421,40.72
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,0
8431,0
8432,37.25
8433,111.47
8434,258.95
8435,404
8436,539.06
8437,675.39
8438,907.31
8439,1046.73
8440,975.59
8441,840.9
8442,661.45
8443,442.02
8444,222.72
8445,44.88
8446,0
8447,0
8448,0
8449,0
8450,0
8451,0
8452,0
8453,0
8454,0
8455,0
8456,51.56
8457,167.07
8458,338.43
8459,558.3
8460,827.36
8461,1020.92
8462,1082.84
8463,1078.55
8464,1000.13
8465,860.45
8466,676.75
8467,458.89
8468,233.67
8469,48.54
8470,0
8471,0
8472,0
8473,0
8474,0
8475,0
8476,0
8477,0
8478,0
8479,0
8480,92.82
8481,246.78
8482,473.11
8483,674.91
8484,883.85
8485,983.71
8486,1080.43
8487,1050.35
8488,984.69
8489,844.01
8490,673.74
8491,436.43
8492,185.3
8493,31.55
8494,0
8495,0
8496,0
8497,0
8498,0
8499,0
8500,0
8501,0
8502,0
8503,0
8504,115.14
8505,326.2
8506,542.62
8507,746.47
8508,888.52
8509,1022.35
8510,1070.18
8511,1030.28
8512,960.87
8513,703.22
8514,480.57
8515,174.3
8516,52.3
8517,5.8
8518,0
8519,0
8520,0
8521,0
8522,0
8523,0
8524,0
8525,0
8526,0
8527,0
8528,15.95
8529,57.9
8530,200.22
8531,262.45
8532,586.43
8533,949.08
8534,943.46
8535,863.38
8536,813.89
8537,744.94
8538,648.72
8539,458.88
8540,239.62
8541,51.89
8542,0
8543,0
8544,0
8545,0
8546,0
8547,0
8548,0
8549,0
8550,0
8551,0
8552,77.65
8553,245.3
8554,372.22
8555,550.77
8556,669.98
8557,855.98
8558,969.9
8559,1012.01
8560,955.92
8561,841.25
8562,662.03
8563,462.33
8564,238.65
8565,48.78
8566,0
8567,0
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,107.69
8577,307.03
8578,502.57
8579,713.23
8580,864.75
8581,997.25
8582,1039.54
8583,1050.73
8584,967.86
8585,845.25
8586,675.38
8587,460.22
8588,237.09
8589,52.32
8590,0
8591,0
8592,0
8593,0
8594,0
8595,0
8596,0
8597,0
8598,0
8599,0
8600,107.71
8601,312.83
8602,534.63
8603,739.33
8604,906.27
8605,1021.2
8606,1074.77
8607,1063.25
8608,987.48
8609,853.44
8610,673.43
8611,459.86
8612,238.19
8613,53.37
8614,0
8615,0
8616,0
8617,0
8618,0
8619,0
8620,0
8621,0
8622,0
8623,0
8624,106.72
8625,312.59
8626,535.38
8627,740.74
8628,908.52
8629,1024.45
8630,1079.07
8631,1068.34
8632,992.67
8633,857.63
8634,673.62
8635,459.41
8636,238.39
8637,53.87
8638,0
8639,0
8640,0
8641,0
8642,0
8643,0
8644,0
8645,0
8646,0
8647,0
8648,105.67
8649,310.79
8650,532.09
8651,736.44
8652,903.72
8653,1019.65
8654,1074.12
8655,1063.2
8656,987.32
8657,852.38
8658,661.51
8659,434.95
8660,219.65
8661,51.81
8662,0
8663,0
8664,0
8665,0
8666,0
8667,0
8668,0
8669,0
8670,0
8671,0
8672,71.45
8673,209.05
8674,428.18
8675,573.47
8676,566.32
8677,596.84
8678,642.01
8679,817.56
8680,843.84
8681,744.32
8682,442.87
8683,396.72
8684,223.07
8685,51.42
8686,0
8687,0
8688,0
8689,0
8690,0
8691,0
8692,0
8693,0
8694,0
8695,0
8696,74.28
8697,233.63
8698,393.33
8699,630.93
8700,777.31
8701,955.19
8702,1052.68
8703,1062.71
8704,997.06
8705,864.07
8706,675.55
8707,463.64
8708,241.87
8709,56.42
8710,0
8711,0
8712,0
8713,0
8714,0
8715,0
8716,0
8717,0
8718,0
8719,0
8720,99.54
8721,303.02
8722,522.52
8723,737.94
8724,907.87
8725,1026.29
8726,1082.11
8727,1072.53
8728,998.05
8729,864.26
8730,681.35
8731,467.44
8732,244.93
8733,57.47
8734,0
8735,0
8736,0
8737,0
8738,0
8739,0
8740,0
8741,0
8742,0
8743,0
8744,69.03
8745,230.76
8746,441.75
8747,646.48
8748,830.5
8749,969.94
8750,1025.18
8751,1010.21
8752,907.35
8753,786.82
8754,592.69
8755,413.31
8756,225.06
8757,55.41
8758,0
8759,0
8760,0
8761,0
8762,0
8763,0
8764,0
8765,0
8766,0
8767,0
8768,94.42
8769,292.75
8770,516.38
8771,723.24
8772,894.52
8773,1012.94
8774,1070.66
8775,1063.37
8776,992.64
8777,861.9
8778,680.34
8779,457.6
8780,236.54
8781,54.78
8782,0
8783,0
8784,0
