PV_gen_share	OcM	REM	Storage_hrs	BackupShare	Storage_LCOH	GreenHydrogen_LCOH	Transport_LCHS	Electricity_LCOH	Total_LCOH		
0.95	1.5	5	19	0.094701881	0.368288575	24.84890996	0.149707709	3.767845638	29.13475188		
0.95	1.5	5	25	0.09172382	0.484260056	24.74905327	0.149605706	3.752699982	29.13561902		
0.5	3	2	22	0.302956975	0.4262012	25.78190375	0.128728421	2.798969163	29.13580254		
0.8	1.5	5	11	0.081822696	0.213367157	24.51959814	0.149811242	4.25319241	29.13596895		
0.3	2.5	2.5	6	0.254402305	0.11643525	25.17051478	0.13246062	3.718699004	29.13810965		
0.85	2	3.5	14	0.177674056	0.271501242	25.54195136	0.142843226	3.183531769	29.1398276		
0.55	3	1	10	0.654856529	0.194191303	26.12350259	0.085721572	2.74101118	29.14442664		
0.2	2	3.5	13	0.12656972	0.252075632	24.04665308	0.142824719	4.703248515	29.14480194		
0.75	2.5	2.5	15	0.276579433	0.290852572	25.9121999	0.132353431	2.810036187	29.14544209		
0.55	3	1.5	9	0.482715365	0.174696988	26.12351255	0.107645091	2.741012226	29.14686686		
0.7	1.5	4.5	6	0.166442522	0.116439088	24.31914509	0.139459729	4.572356386	29.14740029		
0.95	1.5	5	18	0.095612044	0.348944618	24.87698404	0.149724723	3.772103744	29.14775713		
0.5	3	2	21	0.303640035	0.406874628	25.81130376	0.128743043	2.802161813	29.14908325		
0.1	2	3.5	16	0.117293954	0.310141165	23.78527633	0.142776029	4.911740457	29.14993398		
0.35	2	3	3	0.26631008	0.058237501	24.56710265	0.128992344	4.40282365	29.15715615		
0.1	2.5	2.5	7	0.243211039	0.135825672	24.79501351	0.132445553	4.096253931	29.15953867		
0.5	1.5	5	20	0.043755884	0.38750032	23.51703965	0.14964134	5.106039349	29.16022066		
0.5	3	2	20	0.304323095	0.387543664	25.84077092	0.128757668	2.805361754	29.16243401		
0.55	3	1	11	0.654856529	0.213610434	26.12350259	0.085721572	2.74101118	29.16384577		
0.95	1.5	5	17	0.096661797	0.329596264	24.90896222	0.149741741	3.776954	29.16525423		
0.55	3	1.5	10	0.482715365	0.194107764	26.12351255	0.107645091	2.741012226	29.16627763		
0	3	2	8	0.286057941	0.155211684	25.22601646	0.128918986	3.656472305	29.16661943		
0.45	3	2	11	0.305374491	0.213362099	25.91696796	0.128886386	2.90793794	29.16715438		
0.55	1.5	5	16	0.051883712	0.310141165	23.72946412	0.149709359	4.979495145	29.16880979		
1	1.5	3	4	0.466104233	0.077676372	25.33191398	0.107691211	3.656760126	29.17404169		
0.75	2.5	2.5	14	0.277700091	0.271493262	25.95639045	0.132368478	2.814829734	29.17508192		
0.5	3	2	19	0.30504073	0.368208309	25.87158841	0.128772296	2.808708333	29.17727735		
0.35	3	2	8	0.302200228	0.155218333	25.81023018	0.128924508	3.08378483	29.17815785		
0.85	2	3.5	13	0.179271294	0.252136961	25.59510703	0.142859468	3.190158914	29.18026237		
0.05	1.5	4.5	13	0.097644321	0.252075632	22.44624155	0.139344165	6.343528422	29.18118976		
0.55	3	1	12	0.654856529	0.233029564	26.12350259	0.085721572	2.74101118	29.1832649		
0.55	3	1.5	11	0.482715365	0.213518541	26.12351255	0.107645091	2.741012226	29.18568841		
0.95	1.5	5	16	0.097822021	0.310243511	24.94407086	0.149758763	3.782279065	29.1863522		
0.4	2	3	3	0.270544265	0.058237501	24.70959611	0.128992344	4.293507259	29.19033321		
0.4	3	1.5	1	0.480802629	0.01941913	26.0489477	0.107691419	3.017532475	29.19359072		
0.7	1.5	5	11	0.072418803	0.213343269	24.26846577	0.149794469	4.562825125	29.19442864		
0.3	2	3	3	0.263879642	0.058237501	24.48605105	0.128992344	4.521934202	29.1952151		
0.6	1.5	5	13	0.060103221	0.252075632	23.94519875	0.149760414	4.850529102	29.1975639		
0.5	1.5	5	19	0.045589095	0.368167122	23.56489272	0.149658339	5.116432413	29.19915059		
0.5	3	2	18	0.305944347	0.348868559	25.90939919	0.128786928	2.812814337	29.19986902		
0.85	1.5	3.5	3	0.366103712	0.058251686	24.88798471	0.118412475	4.135998592	29.20064747		
0.55	3	1	13	0.654856529	0.252448694	26.12350259	0.085721572	2.74101118	29.20268403		
0.55	3	1.5	4	0.485285419	0.077657171	26.26304217	0.107664591	2.7556564	29.20402033		
0	1.5	4.5	15	0.092251588	0.290790387	22.30756851	0.139312492	6.466655284	29.20432667		
0.9	1.5	5	12	0.094772826	0.232767879	24.87026795	0.149813628	3.95206929	29.20491875		
0.55	3	1.5	12	0.482715365	0.232929317	26.12351255	0.107645091	2.741012226	29.20509919		
0.9	1.5	4.5	8	0.187421602	0.155252612	24.94642585	0.139460174	3.964174828	29.20531346		
0.15	2	3.5	14	0.12394775	0.271435209	23.97171674	0.142808485	4.819420048	29.20538049		
0.8	2	2.5	3	0.41514559	0.058252643	25.69055811	0.114851846	3.34227567	29.20593827		
0.75	2.5	2.5	13	0.278859366	0.25212955	26.00212156	0.132383528	2.819790394	29.20642503		
0.4	1.5	4.5	6	0.137584762	0.11643525	23.50534287	0.139455133	5.445596167	29.20682942		
0.1	1.5	4.5	11	0.104553265	0.213343269	22.62482928	0.139375852	6.229376035	29.20692444		
0.4	3	2	9	0.30483728	0.174604905	25.90463759	0.128912902	3.000810871	29.20896626		
0.05	2	3	4	0.246880083	0.077641166	23.93014497	0.128977665	5.072270957	29.20903475		
0.95	1.5	4	7	0.283089403	0.135873594	25.13806751	0.12897914	3.811703298	29.21462354		
0	2	3.5	19	0.109864337	0.368167122	23.5781896	0.142727372	5.126331769	29.21541586		
0.6	2.5	2	2	0.420186917	0.038835538	25.91434683	0.114853155	3.149720795	29.21775632		
0.95	1.5	5	15	0.099350368	0.290886358	24.9894699	0.149775788	3.789164915	29.21929696		
0.45	1.5	5	25	0.037348516	0.484100468	23.34715973	0.149556404	5.239040795	29.21985739		
0	1.5	4	4	0.198749848	0.077641166	22.4939333	0.128977665	6.520697204	29.22124933		
0.55	3	1	14	0.654856529	0.271867825	26.12350259	0.085721572	2.74101118	29.22210316		
0.05	2	3.5	17	0.115078868	0.329487546	23.72283381	0.142759806	5.028315807	29.22339697		
0.85	1.5	5	11	0.090245052	0.213379382	24.74780391	0.149819826	4.112696002	29.22369912		
0.55	3	1.5	13	0.482715365	0.252340094	26.12351255	0.107645091	2.741012226	29.22450996		
0.25	2.5	2.5	6	0.253828872	0.11643525	25.15119441	0.13246062	3.825661274	29.22575156		
0.55	1.5	5	15	0.054507078	0.290790387	23.79801655	0.149726373	4.993884831	29.23241814		
0.5	3	2	17	0.307102227	0.329524414	25.95681459	0.128801562	2.817963341	29.23310391		
0.4	2	3.5	9	0.147035831	0.174593287	24.6355857	0.142889691	4.280643579	29.23371225		
0.5	3	1.5	2	0.484635233	0.038836358	26.24011778	0.107686142	2.848728222	29.2353685		
0.45	1.5	5	24	0.038512513	0.464789212	23.37809124	0.149573383	5.245983874	29.23843771		
0.55	3	1	15	0.654856529	0.291286955	26.12350259	0.085721572	2.74101118	29.24152229		
0.55	3	1.5	14	0.482715365	0.27175087	26.12351255	0.107645091	2.741012226	29.24392074		
0.45	2	3	3	0.275294461	0.058237501	24.87143582	0.128992344	4.185891942	29.24455761		
0.5	1.5	5	18	0.047676421	0.348829532	23.61922639	0.149675342	5.128232978	29.24596424		
0.75	2.5	2.5	12	0.280421796	0.232761434	26.06258061	0.132398582	2.826348659	29.25408929		
0.2	1.5	4.5	8	0.117692345	0.155211684	22.97004396	0.139423409	5.990151253	29.25483031		
0.45	1.5	5	23	0.03976479	0.445473571	23.41125049	0.149590367	5.253427004	29.25974143		
0.55	3	1	16	0.654856529	0.310706085	26.12350259	0.085721572	2.74101118	29.26094142		
0.55	3	1.5	15	0.482715365	0.291161646	26.12351255	0.107645091	2.741012226	29.26333152		
0.95	1.5	2.5	1	0.554745254	0.01941913	25.31257568	0.096806782	3.838171639	29.26697323		
0.95	1.5	5	14	0.101378457	0.271524803	25.04893352	0.149792818	3.798183997	29.26843514		
0.55	2.5	2.5	6	0.271838353	0.116445072	25.77547836	0.132471795	3.245381628	29.26977686		
0.9	1.5	3	2	0.461828767	0.038838261	25.1308138	0.107691419	3.993483875	29.27082735		
0.85	2	3.5	12	0.182324597	0.232768277	25.69408231	0.142875713	3.202498587	29.27222489		
0.5	3	2	16	0.308490178	0.310175872	26.01303209	0.128816201	2.824068195	29.27609236		
0.45	3	2	10	0.308390168	0.193987603	26.03403156	0.128901043	2.921076351	29.27799655		
0.65	2	2.5	1	0.408884985	0.01941913	25.42208188	0.114861206	3.72359007	29.27995229		
0.1	2	3.5	15	0.121768157	0.290790387	23.90925655	0.142792255	4.937350504	29.2801897		
0.55	3	1	17	0.654856529	0.330125216	26.12350259	0.085721572	2.74101118	29.28036056		
0.25	2	3.5	11	0.135640402	0.213343269	24.30488435	0.142857198	4.621119141	29.28220396		
0.55	3	1.5	16	0.482715365	0.310572423	26.12351255	0.107645091	2.741012226	29.28274229		
0.45	1.5	5	22	0.041073575	0.426153543	23.44588149	0.149607354	5.261200495	29.28284289		
0.25	2	3	3	0.262720893	0.058237501	24.44759648	0.128992344	4.648261179	29.2830875		
0.25	3	2	7	0.300744655	0.135825672	25.7591954	0.128933651	3.265140451	29.28909517		
0.65	2.5	2.5	7	0.277579491	0.135844647	25.97799184	0.132464055	3.044030026	29.29033057		
0.05	2.5	2.5	7	0.243811296	0.135825672	24.81466918	0.132445553	4.207849771	29.29079018		
0.5	1.5	5	17	0.049953288	0.329487546	23.67852331	0.149692348	5.141111498	29.29881471		
0.9	2	3	8	0.305015159	0.155262356	25.9251812	0.128961074	3.089813309	29.29921794		
0.3	2	3.5	10	0.140595461	0.193970481	24.44800653	0.142873443	4.514906317	29.29975677		
0.55	3	1	18	0.654856529	0.349544346	26.12350259	0.085721572	2.74101118	29.29977969		
0.55	1.5	5	14	0.057239318	0.271435209	23.86971713	0.149743392	5.008935339	29.29983107		
0.15	1.5	4.5	9	0.113505858	0.174593287	22.85878097	0.139407553	6.127469062	29.30025088		
0.55	3	1.5	17	0.482715365	0.329983199	26.12351255	0.107645091	2.741012226	29.30215307		
0.6	1.5	5	12	0.064032091	0.232711652	24.0484433	0.14977744	4.871449391	29.30238178		
0.8	1.5	4	4	0.273098471	0.077653397	24.79784667	0.128997985	4.301471761	29.30596982		
0.15	3	2	7	0.296660143	0.135825672	25.60981466	0.128933651	3.432567765	29.30714175		
0.65	1.5	5	11	0.07039794	0.213343269	24.21579504	0.149794469	4.729139481	29.30807225		
0.75	2	3.5	9	0.176840538	0.174617671	25.53054462	0.142909648	3.460795401	29.30886734		
0.2	2	3.5	12	0.132011269	0.232711652	24.20027135	0.142840957	4.733303431	29.30912739		
0.2	3	2	7	0.2989931	0.135825672	25.69492376	0.128933651	3.350484879	29.31016796		
0.85	1.5	4.5	7	0.185836704	0.135851091	24.89905386	0.139465364	4.137838642	29.31220896		
0.25	1.5	4.5	7	0.125038312	0.135825672	23.16564438	0.139439269	5.872600175	29.3135095		
0.45	1.5	5	21	0.042654961	0.406829127	23.48728248	0.149624345	5.270493616	29.31422956		
0.75	2.5	2.5	11	0.282300753	0.213388913	26.13482292	0.132413639	2.834185108	29.31481058		
0.55	3	1	19	0.654856529	0.368963477	26.12350259	0.085721572	2.74101118	29.31919882		
0.45	2.5	2	1	0.415816824	0.019418636	25.7225303	0.11485828	3.463338718	29.32014593		
0.55	3	1.5	18	0.482715365	0.349393976	26.12351255	0.107645091	2.741012226	29.32156385		
0	2	3.5	18	0.113692216	0.348829532	23.68277645	0.142743587	5.14907778	29.32342734		
0.1	1.5	4	3	0.211036564	0.058237501	22.84721695	0.128992344	6.29062622	29.32507301		
0.8	1	5	1	0.351263673	0.019419096	23.16464468	0.114861006	6.027138384	29.32606317		
1	2	3	12	0.310941126	0.232817078	26.13544071	0.128918738	2.829588846	29.32676537		
0.5	3	2	15	0.310063259	0.290822932	26.0764708	0.128830842	2.830957226	29.3270818		
0.2	2.5	2.5	6	0.25367402	0.11643525	25.14598214	0.13246062	3.93466294	29.32954096		
0.05	1.5	4.5	12	0.102851412	0.232711652	22.57912404	0.139360006	6.381094305	29.33229		
0.9	2	2.5	5	0.422712975	0.097075237	26.02137893	0.114837056	3.101281508	29.33457273		
0	1.5	4.5	14	0.096941879	0.271435209	22.42599432	0.139328326	6.50099631	29.33775416		
0.55	3	1	20	0.654856529	0.388382607	26.12350259	0.085721572	2.74101118	29.33861795		
0.8	2	3.5	10	0.181174124	0.194005849	25.6632538	0.142899494	3.338722458	29.3388816		
0.55	3	1.5	19	0.482715365	0.368804752	26.12351255	0.107645091	2.741012226	29.34097462		
0.5	2	3	3	0.281099058	0.058237501	25.07210125	0.128992344	4.082833852	29.34216494		
0.85	2.5	1	1	0.717482293	0.01941913	26.59512516	0.078181934	2.651868369	29.3445946		
0.35	1.5	4.5	6	0.136622119	0.11643525	23.47916375	0.139455133	5.610387313	29.34544144		
0.05	2	3.5	16	0.119320759	0.310141165	23.83988661	0.142776029	5.053133929	29.34593773		
0.45	1.5	5	20	0.044362611	0.38750032	23.53193041	0.14964134	5.280515568	29.34958764		
0.15	2	3.5	13	0.128851589	0.252075632	24.10951484	0.142824719	4.847132095	29.35154728		
0.5	1.5	5	16	0.052304748	0.310141165	23.73998308	0.149709359	5.154459758	29.35429336		
0.6	2	3.5	8	0.166855915	0.155214959	25.22484401	0.142908958	3.832366293	29.35533422		
0.55	2	3.5	8	0.162973609	0.155211684	25.10737067	0.142905943	3.951546302	29.3570346		
0.75	1.5	4.5	6	0.177487388	0.116445072	24.64689283	0.139466897	4.45463772	29.35744251		
0.55	3	1	21	0.654856529	0.407801737	26.12350259	0.085721572	2.74101118	29.35803708		
0.55	3	1.5	20	0.482715365	0.388215529	26.12351255	0.107645091	2.741012226	29.3603854		
0.3	3	2	7	0.304713395	0.135828538	25.90680708	0.128936371	3.189591662	29.36116365		
0.85	2.5	1	2	0.717482293	0.038838261	26.59512516	0.078181934	2.651868369	29.36401373		
0.35	2	3.5	9	0.14696257	0.174593287	24.63347309	0.142889691	4.414721777	29.36567784		
0.8	2.5	2	6	0.430934725	0.116471024	26.3894235	0.114818069	2.746577291	29.36728988		
0.7	2.5	2.5	8	0.281936458	0.155238272	26.1324418	0.132453174	2.948029928	29.36816317		
0.1	3	2	7	0.295938105	0.135825672	25.58358799	0.128933651	3.522139845	29.37048716		
0.5	2	3.5	8	0.159434262	0.155211684	25.00179632	0.142905943	4.071381866	29.37129581		
0.55	1.5	5	13	0.060224576	0.252075632	23.94828505	0.149760414	5.025427354	29.37554845		
0.55	3	1	22	0.654856529	0.427220868	26.12350259	0.085721572	2.74101118	29.37745621		
0.5	3	2	14	0.311657066	0.271465592	26.14100498	0.128845487	2.837965216	29.37928127		
0.55	3	1.5	21	0.482715365	0.407626305	26.12351255	0.107645091	2.741012226	29.37979617		
0.2	2	3	3	0.261837892	0.058237501	24.41837398	0.128992344	4.775974502	29.38157833		
0.85	2.5	1	3	0.717482293	0.058257391	26.59512516	0.078181934	2.651868369	29.38343286		
0.1	1.5	4.5	10	0.110564085	0.193970481	22.78037565	0.139391701	6.272216737	29.38595457		
0.45	1.5	5	19	0.046233459	0.368167122	23.58077231	0.149658339	5.291478925	29.3900767		
0.4	3	2	8	0.309543798	0.155222014	26.08521783	0.128927566	3.021735194	29.3911026		
0.95	1.5	5	13	0.105809874	0.252158844	25.17606001	0.149809851	3.817465771	29.39549448		
0.55	3	1	23	0.654856529	0.446639998	26.12350259	0.085721572	2.74101118	29.39687534		
0.65	2	3.5	8	0.171973153	0.155221094	25.38173393	0.142914607	3.717678612	29.39754824		
0.55	3	1.5	22	0.482715365	0.427037081	26.12351255	0.107645091	2.741012226	29.39920695		
0.85	2.5	1	4	0.717482293	0.077676521	26.59512516	0.078181934	2.651868369	29.40285199		
0.05	3	2	7	0.2944868	0.135825672	25.53103429	0.128933651	3.60779969	29.4035933		
0.75	2.5	2.5	10	0.284905787	0.194011985	26.2340353	0.1324287	2.844947122	29.40542311		
0.4	1.5	5	25	0.037910911	0.484100468	23.360763	0.149556404	5.412090443	29.40651032		
0.45	3	2	9	0.311809934	0.1746087	26.16748865	0.128915704	2.936054654	29.40706771		
0.55	3	1	24	0.654856529	0.466059128	26.12350259	0.085721572	2.74101118	29.41629447		
0.55	3	1.5	23	0.482715365	0.446447858	26.12351255	0.107645091	2.741012226	29.41861773		
0.1	2	3.5	14	0.12645298	0.271435209	24.0403191	0.142808485	4.964423517	29.41898631		
0.5	1.5	5	15	0.054953832	0.290790387	23.80924298	0.149726373	5.169502107	29.41926185		
0.15	2.5	2.5	6	0.253203917	0.11643525	25.13017191	0.13246062	4.041914025	29.42098181		
0.85	2.5	1	5	0.717482293	0.097095652	26.59512516	0.078181934	2.651868369	29.42227112		
0.35	3	2	7	0.308421176	0.135831491	26.04632622	0.128939174	3.112001217	29.42309811		
0.4	1.5	5	24	0.039101167	0.464789212	23.39236787	0.149573383	5.419414727	29.42614519		
0.7	2	3	4	0.296206395	0.077651708	25.6106733	0.128995179	3.611440634	29.42876082		
0	2	3	4	0.249348682	0.077641166	24.00877063	0.128977665	5.219976441	29.43536591		
0.55	3	1	25	0.654856529	0.485478259	26.12350259	0.085721572	2.74101118	29.4357136		
0.55	3	1.5	24	0.482715365	0.465858634	26.12351255	0.107645091	2.741012226	29.4380285		
0.5	3	2	13	0.313432073	0.25210385	26.21276013	0.128860135	2.845757359	29.43948148		
0.45	2	3.5	8	0.157490128	0.155211684	24.9441822	0.142905943	4.198138769	29.4404386		
0	2	3.5	17	0.117767055	0.329487546	23.79493792	0.142759806	5.173471154	29.44065643		
0.85	2.5	1	6	0.717482293	0.116514782	26.59512516	0.078181934	2.651868369	29.44169025		
0.45	1.5	5	18	0.048493554	0.348829532	23.63946034	0.149675342	5.304652402	29.44261761		
1	1.5	3.5	6	0.38204904	0.116485788	25.52366333	0.118394602	3.684447716	29.44299144		
0.4	1.5	5	23	0.040353444	0.445473571	23.42556767	0.149590367	5.427108629	29.44774024		
0.75	1.5	5	10	0.086757038	0.193981087	24.65339861	0.149819695	4.455813907	29.4530133		
1	2	2.5	8	0.429758035	0.155285027	26.33214543	0.114810919	2.850891185	29.45313256		
0.55	3	1.5	25	0.482715365	0.485269411	26.12351255	0.107645091	2.741012226	29.45743928		
0.6	1.5	5	11	0.069574354	0.213343269	24.19439507	0.149794469	4.901023383	29.4585562		
0.75	2	2.5	2	0.417753262	0.038837736	25.80858079	0.114859653	3.498495194	29.46077337		
0.85	2.5	1	7	0.717482293	0.135933912	26.59512516	0.078181934	2.651868369	29.46110938		
0.6	2.5	2.5	6	0.279398957	0.116448295	26.04661695	0.132475461	3.165801814	29.46134252		
0.85	2	3.5	11	0.188126541	0.213395187	25.88102007	0.142891963	3.225804918	29.46311214		
0	2.5	2.5	7	0.245604212	0.135825672	24.87356511	0.132445553	4.326444621	29.46828096		
0.7	1.5	4	3	0.268700895	0.058241379	24.64960169	0.129000933	4.63450538	29.47134938		
0.95	1.5	4.5	9	0.199433979	0.174653182	25.31924658	0.139455378	3.83918344	29.47253858		
0.7	1.5	5	10	0.081815277	0.193970481	24.51944683	0.149811503	4.610027148	29.47325597		
1	1.5	5	25	0.108074052	0.484302859	25.2038266	0.14961893	3.638264988	29.47601338		
0.4	1.5	4	2	0.242383531	0.03882942	23.79538904	0.129007025	5.512813039	29.47603852		
0.4	1.5	5	22	0.041866085	0.426153543	23.46521803	0.149607354	5.436297419	29.47727635		
0	1.5	4.5	13	0.10177399	0.252075632	22.5492374	0.139344165	6.536734245	29.47739144		
0.55	3	1.5	3	0.49036331	0.058249508	26.53044319	0.107676847	2.783721173	29.48009072		
0.85	2.5	1	8	0.717482293	0.155353043	26.59512516	0.078181934	2.651868369	29.48052851		
0.55	1.5	5	12	0.064168593	0.232711652	24.05194489	0.14977744	5.047186356	29.48162034		
0.25	2	3.5	10	0.142043958	0.193970481	24.4892156	0.142873443	4.656176609	29.48223613		
1	1.5	5	24	0.108757112	0.464983552	25.22629784	0.149635923	3.641509715	29.48242703		
0.05	2	3.5	15	0.123982138	0.290790387	23.96954739	0.142792255	5.080625257	29.48375529		
1	1.5	5	23	0.109440172	0.445659855	25.2488092	0.149652921	3.644760236	29.48888221		
0.5	1.5	5	14	0.057739487	0.271435209	23.88236242	0.149743392	5.185382696	29.48892372		
0.9	2	3.5	23	0.187609784	0.445608987	25.82316256	0.142705914	3.07765117	29.48912863		
0.9	2	3.5	22	0.188065158	0.426283101	25.84121227	0.142722125	3.079802965	29.49002046		
0.9	2	3.5	21	0.188520531	0.406952823	25.85928725	0.142738339	3.081957771	29.49093618		
0.45	3	1.5	1	0.4877521	0.01941913	26.40224663	0.107691419	2.96240227	29.49175945		
0.9	2	3.5	24	0.187262942	0.464930484	25.80857279	0.142689707	3.075911853	29.49210484		
0.2	2	3.5	11	0.137950085	0.213343269	24.36989059	0.142857198	4.766488884	29.49257994		
0.9	2	2	2	0.541654789	0.038838261	26.22869179	0.100454413	3.125996284	29.49398075		
0.9	2	3.5	20	0.189042214	0.387618153	25.87949773	0.142754557	3.08436716	29.4942376		
0.35	1.5	4	2	0.238413423	0.03882942	23.67141939	0.129007025	5.656341152	29.49559699		
0.45	1.5	5	17	0.050796454	0.329487546	23.6995075	0.149692348	5.31813096	29.49681835		
0.8	1.5	5	10	0.093719291	0.193992202	24.84408047	0.14982828	4.309493861	29.49739481		
1	1.5	5	22	0.110205443	0.426331769	25.27368957	0.149669923	3.64835283	29.49804409		
0.9	2	3.5	19	0.189611431	0.368279089	25.9012551	0.142770778	3.086960963	29.49926593		
0.9	2	3.5	25	0.187035255	0.484247593	25.79776728	0.142673504	3.074623676	29.49931206		
0.85	2.5	1	9	0.717482293	0.174772173	26.59512516	0.078181934	2.651868369	29.49994764		
0.05	1.5	4.5	11	0.108560374	0.213343269	22.72635531	0.139375852	6.422716589	29.50179102		
0.9	2	3.5	18	0.190180648	0.34893563	25.9230491	0.142787003	3.089559132	29.50433087		
0.7	2	3.5	8	0.178906337	0.155227229	25.59700273	0.142920255	3.609512366	29.50466258		
0.5	3	2	12	0.315320188	0.232737706	26.28924347	0.128874787	2.854062952	29.50491892		
0.45	1.5	4	2	0.2476524	0.03882942	23.96193326	0.129007025	5.377036674	29.50680638		
0.4	1.5	5	21	0.043459892	0.406829127	23.5069918	0.149624345	5.445978299	29.50942357		
0	3	2	7	0.294799254	0.135825672	25.54233041	0.128933651	3.702334545	29.50942428		
0.9	2	3.5	17	0.190749864	0.329587773	25.94487982	0.142803232	3.092161678	29.5094325		
1	1.5	5	21	0.111169555	0.40699929	25.30426445	0.149686928	3.652767681	29.51371835		
0.3	1.5	4.5	6	0.136555389	0.11643525	23.4773512	0.139455133	5.780798914	29.5140405		
0.7	1.5	3.5	1	0.3619645	0.019418866	24.72986352	0.11842246	4.649600227	29.51730507		
0.9	1.5	5	11	0.104984073	0.213394822	25.15677051	0.149830666	3.997609776	29.51760578		
0.85	2.5	1	10	0.717482293	0.194191303	26.59512516	0.078181934	2.651868369	29.51936677		
1	1	4	2	0.502225264	0.038838261	24.15164282	0.100454413	5.229502838	29.52043833		
0.9	2	3.5	16	0.191559051	0.310235518	25.97443853	0.142819465	3.095685515	29.52317902		
0.15	2	3.5	12	0.13465008	0.232711652	24.2739299	0.142840957	4.880196978	29.52967948		
0.3	2	3.5	9	0.147977656	0.174593287	24.66277725	0.142889691	4.554580463	29.53484069		
0.75	2.5	1.5	1	0.575350741	0.01941913	26.5404841	0.096806782	2.878189002	29.53489902		
0.6	3	1	1	0.662612322	0.01941913	26.72385931	0.085721572	2.706782486	29.5357825		
0.15	1.5	4.5	8	0.121183628	0.155211684	23.06117441	0.139423409	6.181739153	29.53754865		
0.15	2	3	3	0.262426143	0.058237501	24.4378341	0.128992344	4.913159126	29.53822307		
0.85	2.5	1	11	0.717482293	0.213610434	26.59512516	0.078181934	2.651868369	29.5387859		
0.55	2	3	3	0.289279227	0.058239421	25.36162826	0.128996597	3.991574279	29.54043856		
1	1.5	5	20	0.112501048	0.387662417	25.34537599	0.149703937	3.658703969	29.54144632		
0.4	2	3.5	8	0.156646394	0.155211684	24.91926084	0.142905943	4.329948892	29.54732736		
0.9	2	3.5	15	0.192670278	0.290878862	26.01377381	0.142835701	3.100374866	29.54786324		
0.4	1.5	5	20	0.045265492	0.38750032	23.55412458	0.14964134	5.456901106	29.54816735		
0.2	1.5	4.5	7	0.127153321	0.135825672	23.22170889	0.139439269	6.055801154	29.55277499		
0.6	3	1	2	0.662612322	0.038838261	26.72385931	0.085721572	2.706782486	29.55520163		
0.3	1.5	4	2	0.235505184	0.03882942	23.58142424	0.129007025	5.806432509	29.5556932		
0.45	1.5	5	16	0.053247543	0.310141165	23.76357132	0.149709359	5.332511123	29.55593297		
0.85	2.5	1	12	0.717482293	0.233029564	26.59512516	0.078181934	2.651868369	29.55820503		
0.65	1.5	5	10	0.078921844	0.193970481	24.4425401	0.149811503	4.773433969	29.55975606		
0.75	2.5	2.5	9	0.289197707	0.174630648	26.39641212	0.132443764	2.862560866	29.5660474		
0.5	1.5	5	13	0.060779091	0.252075632	23.96239761	0.149760414	5.202765297	29.56699896		
0.1	2.5	2.5	6	0.254148212	0.11643525	25.1619501	0.13246062	4.15689111	29.56773708		
0	2	3.5	16	0.12210614	0.310141165	23.9153465	0.142776029	5.199658146	29.56792184		
0.6	3	1	3	0.662612322	0.058257391	26.72385931	0.085721572	2.706782486	29.57462076		
0.1	2	3.5	13	0.131608276	0.252075632	24.18589697	0.142824719	4.994494896	29.57529222		
0.05	1.5	4	3	0.213303544	0.058237501	22.91300533	0.128992344	6.475482552	29.57571773		
0.45	3	2	8	0.316122108	0.155225388	26.33659341	0.128930368	2.955033805	29.57578297		
0.85	2.5	1	13	0.717482293	0.252448694	26.59512516	0.078181934	2.651868369	29.57762416		
1	1.5	5	19	0.11409746	0.368321149	25.39419591	0.14972095	3.665753306	29.57799131		
0.5	3	2	11	0.317452144	0.213367157	26.37557567	0.128889441	2.863438066	29.58127034		
0.9	2	3.5	14	0.194170811	0.271517805	26.06579154	0.142851941	3.106576152	29.58673744		
0.95	2	2	3	0.545061311	0.058257391	26.42503524	0.100454413	3.005177062	29.58892411		
0.4	1.5	5	19	0.047280278	0.368167122	23.60661559	0.149658339	5.469065656	29.59350671		
0.6	3	1	4	0.662612322	0.077676521	26.72385931	0.085721572	2.706782486	29.59403989		
0.4	2.5	2.5	5	0.271968266	0.097040415	25.78111401	0.132475692	3.583797431	29.59442755		
0.1	1.5	4.5	9	0.117384256	0.174593287	22.95907934	0.139407553	6.32143545	29.59451563		
0.35	1.5	5	25	0.0385303	0.484100468	23.37576325	0.149556404	5.585672045	29.59509217		
0.95	1	4	1	0.499366038	0.01941913	24.01374859	0.100454413	5.461760149	29.59538229		
0.85	2.5	1	14	0.717482293	0.271867825	26.59512516	0.078181934	2.651868369	29.59704329		
0.8	2.5	1.5	2	0.577764421	0.038838261	26.69216001	0.096806782	2.77809427	29.60589932		
0.95	2	2.5	6	0.430579708	0.116483406	26.37790734	0.114830275	2.999816007	29.60903703		
0.8	1.5	3.5	2	0.371410859	0.038836506	25.10012527	0.118418722	4.353920607	29.6113011		
0.6	3	1	5	0.662612322	0.097095652	26.72385931	0.085721572	2.706782486	29.61345902		
0.5	1.5	4	2	0.254838816	0.03882942	24.19288513	0.129007025	5.252824182	29.61354575		
0.4	3	2	7	0.315160094	0.135834713	26.30318372	0.128942232	3.046991492	29.61495215		
0.35	1.5	5	24	0.039746817	0.464789212	23.40804688	0.149573383	5.59338863	29.61579811		
0.85	2.5	1	15	0.717482293	0.291286955	26.59512516	0.078181934	2.651868369	29.61646242		
